"","gender","wage"
"1793","male",3.6860108516
"1794","male",7.1560454928
"1795","male",7.0431161195
"1798","male",3.7913254474
"1799","male",3.3684468398
"1805","male",2.3810941127
"1806","male",4.556988245
"1809","male",9.6630192172
"1810","male",5.2057814797
"1814","male",4.5933365997
"1815","male",9.5694512494
"1816","male",8.5742283195
"1817","male",0.7625370055
"1818","male",5.7253274172
"1820","male",3.3641338477
"1826","male",5.4075133238
"1827","male",3.9676661659
"1842","male",11.889596603
"1858","male",4.1033806957
"1872","male",4.5062611032
"1887","male",5.9395187293
"1915","male",11.198992091
"1916","male",7.4535844965
"1917","male",7.8115611104
"1918","male",8.2680058795
"1922","male",3.5713791194
"1923","male",10.615711253
"1924","male",5.5120039196
"1925","male",12.086732141
"1926","male",4.8995590397
"1927","male",2.5875796178
"1928","male",3.1531815602
"1929","male",2.4419527482
"1930","male",3.8781215
"1931","male",6.0776972821
"1933","male",8.7172811381
"1936","male",8.1065431384
"1939","male",5.6617126681
"1940","male",7.9617834395
"1941","male",5.8460647633
"1942","male",4.1218216512
"1947","male",25.076734039
"1948","male",5.8494735474
"1949","male",5.5120039196
"1950","male",3.0622243998
"1951","male",8.3204223332
"1952","male",0.8912444149
"1953","male",7.8283457282
"1955","male",8.450317415
"1961","male",9.5823234316
"1962","male",4.5933365997
"1963","male",6.7572331774
"1965","male",10.3948213
"1966","male",6.5109695683
"1969","male",9.0239812301
"1970","male",6.2101910828
"1971","male",6.4306712396
"1972","male",10.105340519
"1973","male",11.785314427
"1974","male",3.4702176457
"1975","male",4.2462845011
"1976","male",6.2554875147
"1977","male",13.609886221
"1978","male",6.4306712396
"1979","male",6.7368936796
"1980","male",5.8877054006
"1981","male",1.7416401274
"1982","male",10.436794771
"1983","male",5.1297396657
"1984","male",7.0117979155
"1985","male",10.564674179
"1987","male",3.3075658206
"1989","male",7.3493385595
"1994","male",5.4140127389
"1995","male",6.6348195329
"1996","male",12.489072062
"1997","male",3.0622243998
"1998","male",5.9843470297
"1999","male",7.5081651296
"2000","male",12.853238294
"2001","male",5.8182263596
"2002","male",7.5569469934
"2003","male",2.3161551824
"2004","male",4.2871141597
"2005","male",11.330230279
"2007","male",4.8253232967
"2010","male",4.1539739684
"2011","male",4.8745612895
"2012","male",1.6634305382
"2013","male",3.2587764776
"2015","male",10.227234889
"2018","male",10.494250026
"2019","male",9.7991180794
"2020","male",9.7640675804
"2022","male",4.2871141597
"2023","male",7.0431161195
"2025","male",6.5639130646
"2026","male",13.771733517
"2030","male",4.2871141597
"2031","male",9.1866731994
"2032","male",5.8182263596
"2033","male",7.0431161195
"2035","male",4.9761146497
"2036","male",5.1309918907
"2041","male",4.5924179324
"2043","male",5.7555061008
"2044","male",4.0943318394
"2045","male",3.1800022613
"2047","male",10.555394711
"2049","male",9.7644513881
"2052","male",4.6044048807
"2054","male",8.1570315347
"2055","male",10.110201193
"2056","male",12.169229973
"2057","male",5.9883499374
"2058","male",16.229789319
"2059","male",7.5687886445
"2062","male",4.1226063117
"2063","male",3.3843925354
"2065","male",7.1202941329
"2067","male",9.1866731994
"2082","male",6.2650099196
"2084","male",4.1690793283
"2086","male",2.8204103697
"2087","male",8.5742283195
"2093","male",3.2497075263
"2094","male",5.6729184329
"2097","male",8.2009786501
"2103","male",14.392454679
"2106","male",6.2605476618
"2111","male",4.5987089232
"2113","male",8.9214233896
"2114","male",20.845396642
"2120","male",5.955155093
"2121","male",4.7842464333
"2123","male",8.9419598025
"2124","male",9.1866731994
"2130","male",7.9123313684
"2161","male",5.3323722805
"2173","male",9.9029956562
"2208","male",6.1739193069
"2209","male",8.2680058795
"2210","male",5.1049659538
"2211","male",8.5209722429
"2212","male",21.435570799
"2213","male",7.2497540262
"2214","male",13.167564919
"2215","male",6.4306712396
"2216","male",13.609886221
"2217","male",5.6242178822
"2219","male",13.221963716
"2220","male",8.2680058795
"2221","male",7.279344859
"2222","male",12.555120039
"2223","male",7.4271562443
"2224","male",8.4925690021
"2225","male",15.311121999
"2226","male",13.780009799
"2227","male",9.7991180794
"2228","male",3.9808917197
"2229","male",6.8858667585
"2232","male",7.6555609995
"2233","male",2.6670013492
"2234","male",7.8358501338
"2236","male",7.5126571942
"2237","male",5.5409263373
"2238","male",5.8182263596
"2239","male",5.1844171234
"2240","male",10.717785399
"2241","male",4.4855117969
"2243","male",10.291712884
"2244","male",16.331863466
"2245","male",5.4190149065
"2246","male",5.6869881711
"2247","male",15.938603297
"2248","male",4.9330412199
"2249","male",9.9604204346
"2250","male",5.1412413242
"2251","male",7.3738363547
"2252","male",11.745042237
"2253","male",4.9340629766
"2254","male",8.685581934
"2255","male",9.2547226305
"2256","male",4.8995590397
"2259","male",7.446842222
"2260","male",7.8086722195
"2261","male",3.6746692798
"2262","male",5.1208114096
"2263","male",7.4387465712
"2264","male",8.3319301627
"2265","male",7.3091782395
"2266","male",5.0480305257
"2267","male",5.1760605696
"2268","male",5.3588926997
"2269","male",6.7368936796
"2271","male",11.146496815
"2272","male",7.9355261837
"2273","male",7.1043606075
"2274","male",7.2852920361
"2275","male",5.5676807269
"2276","male",14.147476727
"2277","male",8.8804507594
"2278","male",10.166585007
"2279","male",10.071315804
"2280","male",5.0271718639
"2281","male",5.3588926997
"2282","male",5.5120039196
"2283","male",4.2951310899
"2284","male",9.7991180794
"2285","male",9.1866731994
"2286","male",8.9825249061
"2287","male",7.5024497795
"2288","male",11.024007839
"2289","male",4.6976249361
"2290","male",12.310142087
"2291","male",7.6555609995
"2292","male",8.6763024661
"2294","male",5.4140127389
"2295","male",11.715960067
"2296","male",12.248897599
"2297","male",6.1244487996
"2298","male",2.5802075961
"2299","male",5.2380154207
"2300","male",8.4256983801
"2302","male",5.1858359568
"2303","male",14.345555747
"2304","male",8.5742283195
"2305","male",2.585693664
"2306","male",8.4925690021
"2307","male",5.3588926997
"2308","male",9.6641629051
"2309","male",7.1025981762
"2310","male",6.3088616795
"2311","male",6.7472741013
"2312","male",5.2727042646
"2314","male",4.9488233445
"2315","male",11.769592911
"2316","male",5.103707333
"2317","male",9.1866731994
"2318","male",10.105340519
"2319","male",5.8578418929
"2320","male",4.5933365997
"2321","male",11.636452719
"2322","male",0.3382370661
"2323","male",8.1242688158
"2324","male",3.3113227761
"2325","male",2.769315979
"2326","male",3.3641338477
"2327","male",4.4541445815
"2328","male",10.044096031
"2329","male",11.330230279
"2330","male",6.7368936796
"2331","male",4.6155266316
"2332","male",6.5837824596
"2333","male",4.9902916145
"2334","male",8.8192062714
"2335","male",3.5739561217
"2336","male",4.6605561597
"2337","male",4.7022613602
"2339","male",9.8207020399
"2340","male",3.5828025478
"2341","male",8.2680058795
"2343","male",5.9416294325
"2344","male",3.9925281725
"2345","male",6.0661207158
"2346","male",8.5742283195
"2347","male",8.2680058795
"2348","male",11.996229756
"2349","male",12.119961835
"2350","male",6.304210778
"2351","male",9.3525759897
"2352","male",6.8403591715
"2353","male",7.2544723822
"2354","male",3.6557416234
"2355","male",6.9205039152
"2356","male",11.266674679
"2357","male",9.1866731994
"2358","male",3.5884094375
"2360","male",9.7206054965
"2361","male",14.618356479
"2362","male",11.557427573
"2363","male",6.5981630714
"2364","male",3.9196472317
"2365","male",4.4541445815
"2366","male",5.2432642565
"2368","male",7.8143430054
"2369","male",7.0063694268
"2370","male",13.491889178
"2371","male",7.1451902662
"2372","male",7.5513822313
"2373","male",7.9617834395
"2374","male",7.7351672126
"2375","male",8.7103271817
"2376","male",5.0516143202
"2377","male",4.8995590397
"2378","male",2.6818638954
"2379","male",14.336330309
"2380","male",12.003919647
"2381","male",15.004899559
"2383","male",10.411562959
"2384","male",4.8124557679
"2385","male",7.9617834395
"2386","male",8.2067613915
"2387","male",6.2814859483
"2388","male",22.911836136
"2389","male",5.2057814797
"2390","male",5.5547326322
"2392","male",6.9160150368
"2393","male",6.2738255996
"2394","male",13.081822636
"2396","male",6.1048818705
"2397","male",8.3079479369
"2398","male",9.5066070919
"2399","male",9.7338418226
"2400","male",3.9808917197
"2401","male",7.6555609995
"2402","male",9.7991180794
"2403","male",7.0415773133
"2404","male",6.1269034885
"2405","male",0.4152168678
"2406","male",5.2902215545
"2407","male",7.3493385595
"2410","male",9.0641842234
"2411","male",3.3862775135
"2412","male",6.6230764895
"2414","male",7.3493385595
"2415","male",4.8658722319
"2416","male",7.2019750696
"2417","male",5.3078556263
"2418","male",17.692852088
"2419","male",9.7991180794
"2420","male",10.810639946
"2421","male",10.264990736
"2422","male",8.8804507594
"2423","male",9.2119808391
"2424","male",11.186207853
"2425","male",5.7842016441
"2426","male",11.352636799
"2427","male",5.9713375796
"2428","male",3.0622243998
"2429","male",15.311121999
"2430","male",7.3817859704
"2431","male",8.7035645053
"2432","male",9.0991810737
"2433","male",7.7257197796
"2436","male",6.3694267516
"2438","male",10.105340519
"2439","male",4.7770700637
"2440","male",9.7991180794
"2441","male",7.6555609995
"2442","male",3.9996400324
"2443","male",9.1866731994
"2444","male",13.480268257
"2445","male",9.6379483741
"2446","male",13.159972627
"2447","male",10.973544216
"2449","male",8.8071085948
"2450","male",9.8036885636
"2451","male",17.31868301
"2452","male",9.1866731994
"2456","male",9.2310532632
"2457","male",4.8737038469
"2458","male",10.17074132
"2459","male",4.649216607
"2460","male",8.7652661719
"2461","male",2.6613203697
"2462","male",7.3528735949
"2464","male",7.3493385595
"2465","male",6.3030785563
"2466","male",4.1093075817
"2467","male",4.5933365997
"2468","male",6.1244487996
"2469","male",10.207414666
"2470","male",11.024007839
"2471","male",6.1281699837
"2472","male",9.7991180794
"2473","male",2.2037420765
"2474","male",5.9620219204
"2475","male",5.8182263596
"2476","male",2.7793862189
"2478","male",7.9795950356
"2479","male",2.1435570799
"2480","male",2.9675738274
"2482","male",7.1962273395
"2483","male",12.738853503
"2484","male",7.7168054875
"2485","male",13.800424628
"2486","male",9.749122579
"2487","male",10.105340519
"2488","male",10.748407643
"2489","male",9.4472371803
"2490","male",22.11606511
"2492","male",7.7604509847
"2493","male",10.317978539
"2494","male",2.6539278132
"2495","male",9.0641842234
"2496","male",5.4622227922
"2497","male",12.827317764
"2498","male",7.6555609995
"2499","male",9.969781732
"2500","male",20.414829332
"2501","male",7.0431161195
"2502","male",13.780009799
"2503","male",4.2019792599
"2504","male",8.5742283195
"2505","male",10.717785399
"2506","male",5.9710801547
"2507","male",10.991488642
"2509","male",15.311121999
"2510","male",7.2243025538
"2512","male",2.3161551824
"2513","male",11.636452719
"2514","male",4.1721135927
"2516","male",7.6555609995
"2517","male",4.1646251837
"2518","male",3.7111463594
"2520","male",5.4532763284
"2521","male",6.7759859059
"2522","male",9.6926059263
"2524","male",6.2856185049
"2525","male",10.384934921
"2526","male",7.0171650653
"2527","male",2.6807351648
"2528","male",13.846579895
"2529","male",7.0431161195
"2530","male",3.8346814635
"2532","male",7.0219867712
"2533","male",6.6589461494
"2534","male",5.8182263596
"2535","male",9.7991180794
"2537","male",3.7665360118
"2538","male",6.4306712396
"2540","male",7.4641719745
"2542","male",7.3616490094
"2543","male",7.0410329737
"2544","male",6.7341956845
"2545","male",1.0424593701
"2546","male",3.0707474896
"2547","male",3.8837967998
"2548","male",2.2768281507
"2549","male",6.1856932876
"2550","male",16.798488136
"2551","male",8.9350675874
"2552","male",3.4491480604
"2553","male",8.5742283195
"2554","male",6.4467882101
"2555","male",7.5026651258
"2556","male",4.2914577404
"2558","male",7.0147871714
"2559","male",4.8995590397
"2560","male",7.1812164356
"2563","male",4.342790967
"2564","male",12.248897599
"2565","male",4.5495905369
"2566","male",4.4089975042
"2567","male",7.8937340084
"2568","male",14.698677119
"2569","male",4.5495905369
"2570","male",7.5163689813
"2571","male",8.0842724155
"2572","male",22.123968204
"2573","male",7.9940173805
"2574","male",18.462291147
"2575","male",7.0431161195
"2576","male",12.243291696
"2577","male",7.6555609995
"2578","male",3.8277804998
"2580","male",9.2162123415
"2581","male",11.636452719
"2583","male",2.9941749687
"2584","male",7.2132396973
"2586","male",7.4854374217
"2587","male",7.7748871146
"2588","male",6.7254816632
"2589","male",7.6203074003
"2590","male",8.0152182277
"2591","male",2.4674038329
"2592","male",12.397910952
"2593","male",14.297568853
"2597","male",7.0431161195
"2598","male",3.5985461873
"2599","male",10.887908977
"2600","male",8.4211170995
"2601","male",7.237984945
"2602","male",4.9248144987
"2603","male",8.800847268
"2604","male",6.0792793291
"2605","male",4.376821276
"2608","male",4.9495545401
"2609","male",10.717785399
"2611","male",7.259273136
"2612","male",6.1244487996
"2613","male",4.2462845011
"2614","male",6.5919034945
"2615","male",9.9522292994
"2616","male",8.2680058795
"2617","male",7.621536284
"2618","male",3.3188502396
"2619","male",6.5327453862
"2620","male",9.0474811812
"2621","male",3.6941119744
"2622","male",8.4628747049
"2623","male",8.9825249061
"2624","male",8.3369460099
"2625","male",2.2966682999
"2626","male",15.923566879
"2627","male",5.3674944536
"2628","male",6.1175285185
"2629","male",4.281637471
"2630","male",11.024007839
"2631","male",7.6555609995
"2632","male",5.6533373535
"2633","male",11.903909922
"2634","male",5.3343949045
"2635","male",5.4630560832
"2636","male",6.4306712396
"2637","male",8.2333703073
"2638","male",3.3121019108
"2639","male",6.6905743189
"2640","male",4.0829658664
"2641","male",4.7782646299
"2642","male",13.525809704
"2643","male",4.5150366847
"2644","male",5.1518684968
"2646","male",11.082335923
"2647","male",8.2325924
"2648","male",8.6329420435
"2649","male",5.824426814
"2650","male",4.6584903103
"2651","male",4.6809435445
"2652","male",3.9808917197
"2653","male",13.859400802
"2654","male",6.7254816632
"2655","male",6.6450269476
"2656","male",9.9105112511
"2657","male",9.7991180794
"2659","male",5.0526702597
"2660","male",3.3116603561
"2661","male",3.9512572901
"2662","male",16.854050941
"2663","male",4.4293649177
"2664","male",10.110201193
"2665","male",6.6668718012
"2666","male",3.5102051236
"2668","male",6.7368936796
"2670","male",2.526731791
"2671","male",5.6617126681
"2672","male",6.4306712396
"2673","male",9.7991180794
"2674","male",3.9057805552
"2675","male",5.4140127389
"2676","male",7.1912882679
"2677","male",3.7309200747
"2678","male",4.753303546
"2679","male",7.9895248452
"2680","male",4.8410409621
"2681","male",7.891325179
"2682","male",12.065433935
"2683","male",8.3960625362
"2684","male",4.8995590397
"2685","male",10.411562959
"2687","male",2.9091131798
"2688","male",6.8900048996
"2690","male",2.1435570799
"2691","male",8.2566643076
"2692","male",5.9470638496
"2694","male",13.167564919
"2695","male",4.8995590397
"2697","male",5.8182263596
"2698","male",5.1122724748
"2699","male",6.2556869882
"2701","male",7.0041806203
"2702","male",7.8473430204
"2704","male",6.6400396899
"2705","male",12.248897599
"2706","male",4.4657439164
"2707","male",4.8770495801
"2708","male",7.6555609995
"2709","male",7.8392944635
"2710","male",12.950775281
"2711","male",6.4143270409
"2712","male",4.7264965506
"2713","male",6.324781237
"2714","male",9.9700329296
"2715","male",1.2550594584
"2716","male",11.758941695
"2717","male",7.6555609995
"2718","male",9.1866731994
"2719","male",9.5066070919
"2720","male",4.2091449865
"2721","male",7.6402498775
"2722","male",4.1704579921
"2723","male",8.4211170995
"2725","male",6.3796341663
"2726","male",6.2752972922
"2727","male",3.7273753796
"2729","male",6.3694267516
"2730","male",8.5742283195
"2731","male",9.5925101681
"2732","male",10.411562959
"2734","male",9.7991180794
"2736","male",3.7467216186
"2737","male",3.3544069014
"2738","male",5.5363394778
"2740","male",6.050955414
"2742","male",15.923566879
"2743","male",4.303666724
"2744","male",6.4773831372
"2746","male",5.5479093984
"2747","male",12.926880861
"2748","male",9.5137068732
"2749","male",5.5120039196
"2750","male",5.4830072467
"2751","male",5.869263433
"2752","male",4.1618413434
"2754","male",7.9617834395
"2755","male",18.702175865
"2756","male",4.2314373525
"2757","male",12.744686312
"2758","male",6.8025477707
"2760","male",6.4207930964
"2762","male",3.1100716561
"2763","male",6.7368936796
"2764","male",4.4096031357
"2765","male",2.1826696033
"2766","male",6.2399189988
"2769","male",5.4354483097
"2770","male",4.8045244893
"2772","male",4.6834020232
"2774","male",5.5120039196
"2775","male",5.8182263596
"2780","male",4.9128972222
"2781","male",5.5732484076
"2782","male",15.923566879
"2783","male",8.3442271855
"2784","male",4.0041299741
"2785","male",4.8995590397
"2788","male",2.2781854253
"2790","male",4.6954107464
"2791","male",4.8042520159
"2792","male",4.2747830548
"2793","male",6.4306712396
"2794","male",5.09216538
"2795","male",10.068145448
"2796","male",3.0622243998
"2799","male",3.3523298693
"2805","male",5.124826122
"2806","male",5.4867721081
"2807","male",13.780009799
"2808","male",11.072174449
"2809","male",6.1845448551
"2810","male",6.1244487996
"2811","male",4.8995590397
"2812","male",3.3289686855
"2813","male",5.1935965033
"2814","male",8.8532572609
"2815","male",7.0431161195
"2816","male",7.0431161195
"2818","male",4.1315200551
"2819","male",3.9196472317
"2820","male",5.1295555665
"2821","male",8.1065431384
"2822","male",10.717785399
"2823","male",6.8648929375
"2824","male",3.9371456569
"2825","male",6.7368936796
"2828","male",5.2057814797
"2829","male",11.222323324
"2831","male",6.1244487996
"2832","male",20.614742184
"2835","male",3.2801680001
"2836","male",6.5260519996
"2839","male",8.1413725396
"2841","male",6.8593826556
"2842","male",5.4861556861
"2843","male",7.2983014862
"2844","male",1.3673188018
"2845","male",4.9712599037
"2846","male",7.5659710644
"2847","male",6.8593826556
"2849","male",4.4541445815
"2853","male",12.384996461
"2855","male",3.9374638101
"2856","male",7.2255911352
"2858","male",7.0431161195
"2859","male",6.1069503745
"2860","male",8.9082891631
"2862","male",8.605666168
"2863","male",5.3201708366
"2865","male",5.9916897868
"2866","male",7.5161162878
"2867","male",4.4096031357
"2868","male",10.044974089
"2870","male",8.5742283195
"2871","male",4.590577839
"2872","male",9.164642808
"2873","male",6.4050101413
"2876","male",6.2309609526
"2877","male",1.070491891
"2878","male",11.942675159
"2880","male",2.3945213352
"2883","male",3.6746692798
"2885","male",6.6776248202
"2887","male",4.7120759132
"2888","male",5.601254681
"2889","male",6.6144047036
"2891","male",11.636452719
"2892","male",5.2057814797
"2893","male",7.5073888511
"2896","male",2.5376202198
"2898","male",4.0829658664
"2899","male",3.5454214735
"2900","male",3.5385704176
"2901","male",5.2470206048
"2902","male",7.9617834395
"2903","male",8.8158155731
"2904","male",5.1886714008
"2907","male",10.050838544
"2908","male",5.8182263596
"2909","male",5.6036012477
"2910","male",4.3695275868
"2911","male",18.939639628
"2912","male",9.3120274146
"2914","male",6.7177547771
"2915","male",5.8593211459
"2916","male",3.3011713656
"2917","male",11.548960594
"2919","male",28.30856334
"2920","male",9.1866731994
"2922","male",6.9107704357
"2923","male",12.356393698
"2926","male",11.022862012
"2928","male",4.2690527826
"2930","male",4.9914982399
"2931","male",9.7494603864
"2934","male",11.163177425
"2935","male",9.2310532632
"2937","male",8.5742283195
"2938","male",4.2871141597
"2939","male",7.3737874569
"2943","male",7.8392944635
"2944","male",8.3598726115
"2945","male",5.397819281
"2946","male",9.7292669322
"2951","male",5.116005423
"2952","male",5.4987856848
"2953","male",3.8512812917
"2955","male",7.0836998164
"2956","male",7.6555609995
"2958","male",7.6555609995
"2959","male",6.0048467692
"2961","male",4.7784754977
"2963","male",9.5466817822
"2964","male",13.473787359
"2965","male",6.9715118674
"2967","male",6.9213620774
"2968","male",3.2364973331
"2969","male",13.167564919
"2970","male",3.8277804998
"2971","male",4.0996895417
"2972","male",9.8896829415
"2975","male",11.636452719
"2980","male",3.9129584139
"2981","male",27.454425653
"2982","male",8.358071303
"2984","male",7.1266313305
"2986","male",8.1659317328
"2987","male",4.5116772824
"2990","male",4.5933365997
"2993","male",5.3674944536
"2994","male",1.7860773894
"2995","male",4.0167556091
"2996","male",8.6395404956
"2999","male",4.2389124794
"3001","male",7.621536284
"3002","male",17.233469821
"3004","male",7.5661684472
"3010","male",1.9337918031
"3011","male",10.499055085
"3012","male",2.9488086813
"3017","male",4.5333998232
"3020","male",2.2419664736
"3023","male",4.3203476028
"3024","male",4.8348046337
"3027","male",8.7961214279
"3028","male",3.3790062343
"3029","male",6.1244487996
"3031","male",3.843502877
"3032","male",4.0829658664
"3034","male",3.6087403692
"3035","male",5.6344928956
"3037","male",4.8995590397
"3041","male",7.8937340084
"3130","male",6.1433514194
"3222","male",4.4096031357
"3223","male",6.4500524067
