"","gender","yearsExperience","yearsSchool","wage"
"879","female",4,12,5.4284887087
"880","female",9,12,13.178124314
"881","female",9,14,8.7894573389
"882","female",10,12,6.0251334137
"883","female",7,14,2.8847041447
"884","female",9,14,4.9487291045
"885","female",11,12,5.7263596276
"886","female",8,15,4.8995590397
"887","female",10,12,3.9808917197
"888","female",7,14,7.8392944635
"889","female",8,14,8.2796633725
"890","female",9,12,6.4994150526
"891","female",5,12,1.7249894352
"892","female",8,13,4.8995590397
"893","female",6,14,12.132241432
"894","female",11,12,3.1222680155
"895","female",13,9,5.397819281
"896","female",6,13,8.5742283195
"897","female",7,13,6.4306712396
"898","female",6,13,7.0063694268
"899","female",6,13,5.4346644638
"900","female",6,13,8.9623180881
"901","female",8,13,10.978937464
"902","female",8,13,8.8192062714
"903","female",8,13,3.2386915686
"904","female",10,12,5.6051867939
"905","female",9,13,7.1812164356
"906","female",8,13,6.1556006246
"907","female",8,12,6.7368936796
"908","female",6,13,7.8739050351
"909","female",9,12,5.5455208036
"910","female",5,13,7.9617834395
"911","female",10,12,2.3873413612
"912","female",7,12,3.0622243998
"913","female",6,13,1.0686957637
"914","female",8,13,4.1521686777
"915","female",6,12,4.0312827542
"916","female",10,12,5.6533373535
"917","female",4,12,16.472655392
"918","female",8,10,1.5923566879
"919","female",10,12,4.2819675641
"920","female",3,13,9.4783136184
"921","female",6,12,1.7402805332
"922","female",9,13,3.3684468398
"923","female",9,13,5.4268658422
"924","female",7,13,5.2057814797
"925","female",9,12,3.5336625529
"926","female",7,13,9.1866731994
"927","female",6,11,1.858782126
"928","female",9,12,1.3054079864
"929","female",11,11,3.8176374852
"930","female",8,13,4.4096031357
"931","female",7,11,0.2123142251
"932","female",7,15,8.7119818791
"933","female",7,12,4.0873326748
"934","female",6,13,5.6600356205
"935","female",9,12,8.5742283195
"936","female",8,12,2.6580810648
"937","female",8,12,2.441729861
"938","female",9,12,7.2956581318
"939","female",6,14,7.9617834395
"940","female",8,12,1.5923566879
"941","female",8,13,7.1962273395
"942","female",9,12,5.1681752151
"943","female",7,14,8.3151785269
"944","female",6,12,3.0504291651
"945","female",10,12,1.3965454899
"946","female",9,12,2.8221056189
"947","female",6,12,3.2587764776
"948","female",9,12,5.5120039196
"949","female",8,12,4.7426855931
"950","female",9,12,5.790387956
"951","female",4,14,9.8598726115
"952","female",8,12,3.6746692798
"953","female",6,12,2.8576690311
"954","female",8,12,3.9439174932
"955","female",3,12,2.148204638
"956","female",10,10,3.9808917197
"957","female",8,13,8.5742283195
"958","female",6,13,5.8078903881
"959","female",7,13,4.3240720404
"960","female",2,13,6.7341956845
"961","female",5,9,1.1927765452
"962","female",10,12,4.1340029397
"963","female",8,12,4.5933365997
"964","female",11,10,12.17684526
"965","female",7,13,7.4358013661
"966","female",8,13,6.833101496
"967","female",10,12,8.9171974522
"968","female",9,12,8.2839365266
"969","female",7,13,7.3519091571
"970","female",7,12,0.6824385805
"971","female",7,12,3.7031550881
"972","female",6,12,5.8505117926
"973","female",8,12,7.1513024906
"974","female",8,13,7.1615858382
"975","female",6,13,1.185377187
"976","female",8,12,5.2406675804
"977","female",7,13,3.7809382544
"978","female",8,13,3.5265974017
"979","female",6,13,7.6555609995
"980","female",6,13,4.8085103235
"981","female",8,13,5.3391207478
"982","female",7,13,3.7436630703
"983","female",9,12,4.4708476237
"984","female",10,12,5.7222235377
"985","female",5,12,1.7292561317
"986","female",7,12,1.3339113616
"987","female",9,12,3.3463256964
"988","female",8,12,4.9806363752
"989","female",9,13,5.6651151396
"990","female",6,10,4.4096031357
"991","female",6,12,0.6757069139
"992","female",10,12,8.9303302909
"993","female",9,12,3.1154804763
"994","female",10,12,6.0868241995
"995","female",9,12,3.0622243998
"996","female",8,12,6.0387341663
"997","female",7,14,6.5225379716
"998","female",9,13,5.2057814797
"999","female",8,12,2.3331233522
"1000","female",10,11,4.8211491416
"1001","female",8,12,6.6656791586
"1002","female",9,13,5.2789036865
"1003","female",9,13,5.639596603
"1004","female",10,12,6.8043109748
"1005","female",7,12,5.5120039196
"1006","female",8,13,7.9617834395
"1007","female",6,14,12.552361278
"1008","female",6,12,9.1101856388
"1009","female",8,11,4.5495905369
"1010","female",9,12,6.2953636498
"1011","female",8,12,6.175344496
"1012","female",7,13,6.1244487996
"1013","female",6,12,3.4996850283
"1014","female",8,12,3.3665046256
"1015","female",7,13,6.1223052425
"1016","female",8,13,5.2980985388
"1017","female",9,12,4.3126326964
"1018","female",8,13,5.0745432911
"1019","female",6,12,3.821656051
"1020","female",6,13,6.2775600196
"1021","female",8,12,8.7273395394
"1022","female",7,13,5.2608834526
"1023","female",7,13,10.942348522
"1024","female",6,13,5.5732484076
"1025","female",9,12,9.3302149682
"1026","female",4,12,7.9141080896
"1027","female",5,12,5.3895149437
"1028","female",9,12,2.9091131798
"1029","female",11,11,9.0133397428
"1030","female",9,12,4.9927016985
"1031","female",3,12,2.2456312265
"1032","female",9,12,3.3684468398
"1033","female",8,13,7.3493385595
"1034","female",8,12,4.0589484201
"1035","female",8,11,3.0293615038
"1036","female",5,12,2.4497795198
"1037","female",4,13,2.7186577598
"1038","female",6,12,0.6798238733
"1039","female",9,12,5.237084218
"1040","female",7,12,3.1790365249
"1041","female",8,13,4.8995590397
"1042","female",6,8,0.0979911808
"1043","female",7,12,2.564181462
"1044","female",8,13,11.373976342
"1045","female",8,13,5.7039642552
"1046","female",7,13,8.0098424945
"1047","female",11,9,0.9080649137
"1048","female",8,13,7.4063101763
"1049","female",8,13,2.8365868125
"1050","female",7,13,3.6676161717
"1051","female",7,12,2.9856687898
"1052","female",9,12,4.6545810877
"1053","female",8,12,2.7890079713
"1054","female",10,12,2.1021210401
"1055","female",8,12,4.0904575469
"1056","female",6,14,8.6481440808
"1057","female",9,11,3.0170968823
"1058","female",8,12,2.5477707006
"1059","female",6,9,1.1450654834
"1060","female",7,13,7.6555609995
"1061","female",11,11,7.0771408351
"1062","female",8,13,1.7498425142
"1063","female",10,12,5.5120039196
"1064","female",8,12,3.9808917197
"1065","female",6,12,4.0146689828
"1066","female",4,12,3.9705517413
"1067","female",10,12,3.5385704176
"1068","female",5,14,4.4626556858
"1069","female",7,13,6.1244487996
"1070","female",9,12,4.0882629884
"1071","female",7,12,1.707621113
"1072","female",6,13,6.7368936796
"1073","female",3,13,0.5941629432
"1074","female",4,12,1.4519969798
"1075","female",6,13,9.7991180794
"1076","female",8,13,5.6971616741
"1077","female",9,12,16.780989711
"1078","female",9,12,2.8626637086
"1079","female",8,14,5.790387956
"1080","female",7,13,7.5024497795
"1081","female",3,12,3.5498397501
"1082","female",9,13,2.4146942192
"1083","female",13,7,4.3551635908
"1084","female",10,11,1.995434446
"1085","female",9,12,1.1708505058
"1086","female",8,13,7.3493385595
"1087","female",6,11,4.2704850689
"1088","female",6,9,2.6539278132
"1089","female",6,12,3.3523298693
"1090","female",6,12,5.9713375796
"1091","female",9,13,4.8995590397
"1092","female",8,13,1.6379755552
"1093","female",8,13,5.9713375796
"1094","female",6,12,2.7522214359
"1095","female",8,12,12.786804018
"1096","female",5,12,3.3684468398
"1097","female",8,14,3.6746692798
"1098","female",10,12,2.6832904188
"1099","female",3,14,2.895193978
"1100","female",4,12,11.207202495
"1101","female",5,12,4.1040120822
"1102","female",4,14,2.7981630204
"1103","female",8,12,2.1638797429
"1104","female",10,12,3.0510340489
"1105","female",7,12,6.1712956798
"1106","female",8,12,9.6832501291
"1107","female",9,12,8.0492755652
"1108","female",9,11,4.7360245179
"1109","female",4,12,6.873482106
"1110","female",9,12,3.8277804998
"1111","female",9,12,10.294023033
"1112","female",8,12,13.087863188
"1113","female",9,12,3.4066626062
"1114","female",6,13,5.2768155349
"1115","female",5,12,4.5495905369
"1116","female",7,12,3.7031550881
"1117","female",9,12,3.5840825773
"1118","female",5,9,5.3524594551
"1119","female",8,12,4.5495905369
"1120","female",6,9,3.5385704176
"1121","female",9,12,6.0661207158
"1122","female",6,12,7.0640592439
"1123","female",4,12,2.9034423939
"1124","female",7,12,8.3343014593
"1125","female",5,12,1.9904458599
"1126","female",8,11,5.5120039196
"1127","female",8,11,3.5125515174
"1128","female",9,11,4.1646251837
"1129","female",6,12,5.0246057901
"1130","female",9,12,5.516059846
"1131","female",8,12,5.9713375796
"1132","female",9,12,7.0147871714
"1133","female",5,12,5.245410266
"1134","female",4,12,4.4402253797
"1135","female",13,7,3.0622243998
"1136","female",6,12,6.5664193315
"1137","female",6,12,7.3807459893
"1138","female",6,12,2.1755157785
"1139","female",9,12,4.8995590397
"1140","female",9,8,6.8111173948
"1141","female",8,12,3.9808917197
"1142","female",6,11,6.4306712396
"1143","female",5,11,3.3760212464
"1144","female",9,12,5.1110293691
"1145","female",6,12,2.9217553906
"1146","female",8,12,7.3493385595
"1147","female",7,12,10.100770035
"1148","female",8,12,6.5010264779
"1149","female",7,12,8.2680058795
"1150","female",8,12,2.7773663161
"1151","female",9,12,5.8087997887
"1152","female",8,12,4.5933365997
"1153","female",7,12,11.008885743
"1154","female",9,12,7.7285931295
"1155","female",7,12,1.9610304038
"1156","female",6,12,7.6644554272
"1157","female",9,12,4.2862898732
"1158","female",7,12,2.2480329712
"1159","female",5,12,6.1024447919
"1160","female",9,11,6.7368936796
"1161","female",8,11,2.9785089126
"1162","female",9,12,4.0621344079
"1163","female",6,12,5.5120039196
"1164","female",6,12,5.7096454945
"1165","female",5,13,6.4148653814
"1166","female",10,9,6.3900397832
"1167","female",7,12,10.411562959
"1168","female",8,10,3.7637521714
"1169","female",8,11,2.7613121755
"1170","female",9,11,5.0880036181
"1171","female",9,12,3.334778404
"1172","female",10,8,2.895193978
"1173","female",4,11,2.5186661144
"1174","female",8,12,4.069921247
"1175","female",9,11,3.8277804998
"1176","female",6,12,5.6491589815
"1177","female",6,12,5.8182263596
"1178","female",6,12,2.2966682999
"1179","female",11,10,3.9808917197
"1180","female",3,12,1.4928343949
"1181","female",2,12,2.5683172385
"1182","female",6,12,5.5953968535
"1183","female",9,12,10.615711253
"1184","female",3,12,8.2046853071
"1185","female",6,12,1.2248897599
"1186","female",9,12,11.005994755
"1187","female",7,12,6.6148150519
"1188","female",5,9,1.5976822955
"1189","female",9,12,7.1671631745
"1190","female",9,12,7.6555609995
"1191","female",9,12,4.1513954619
"1192","female",8,12,9.5983722576
"1193","female",6,12,6.4861779548
"1194","female",6,12,9.4222289225
"1195","female",7,12,8.0440521547
"1196","female",6,13,4.8995590397
"1197","female",5,12,4.8995590397
"1198","female",7,12,4.6584903103
"1199","female",8,12,3.5092098468
"1200","female",5,11,1.8423961678
"1201","female",8,12,3.0696032538
"1202","female",9,12,3.9347810048
"1203","female",7,12,3.0622243998
"1204","female",9,12,6.1244487996
"1205","female",6,12,4.8995590397
"1206","female",9,12,5.3588926997
"1207","female",8,12,6.250372046
"1208","female",6,12,3.9808917197
"1209","female",8,12,5.8644338378
"1210","female",9,11,4.6350288568
"1211","female",5,12,1.6193457843
"1212","female",5,12,5.1644000689
"1213","female",8,12,3.928280816
"1214","female",6,12,4.0867082732
"1215","female",5,11,6.244536031
"1216","female",9,11,4.5001384658
"1217","female",9,12,3.1743397166
"1218","female",8,12,3.7705169035
"1219","female",5,11,2.3302780799
"1220","female",5,12,7.9617834395
"1221","female",8,12,6.8488459695
"1222","female",9,12,5.1408830832
"1223","female",9,12,9.5678084251
"1224","female",9,11,5.8704394024
"1225","female",8,12,3.9196472317
"1226","female",7,12,7.6555609995
"1227","female",9,12,6.7368936796
"1228","female",7,9,4.2871141597
"1229","female",6,13,8.2104658176
"1230","female",10,11,2.6429156646
"1231","female",8,12,3.6746692798
"1232","female",7,12,0.6898296121
"1233","female",8,12,1.8219184072
"1234","female",5,12,6.6494015539
"1235","female",7,11,3.9808917197
"1236","female",6,12,2.5022747953
"1237","female",8,11,1.486839076
"1238","female",7,11,4.0969726104
"1239","female",9,11,7.2967179971
"1240","female",9,11,4.2111912407
"1241","female",5,13,8.3685898926
"1242","female",9,11,3.1563066162
"1243","female",9,12,4.7127232653
"1244","female",8,12,3.5262163064
"1245","female",7,12,4.7035766781
"1246","female",8,10,4.1704579921
"1247","female",9,12,4.838652919
"1248","female",3,11,2.4581835662
"1249","female",9,12,6.1244487996
"1250","female",6,12,8.8804507594
"1251","female",7,12,7.6555609995
"1252","female",8,11,5.2025656081
"1253","female",6,12,3.15466891
"1254","female",5,12,3.4198264438
"1255","female",9,12,4.8859415882
"1256","female",9,12,0.5197900048
"1257","female",9,12,4.2871141597
"1258","female",6,12,3.0622243998
"1259","female",6,13,4.693261817
"1260","female",8,12,10.924692453
"1261","female",8,11,4.6768518106
"1262","female",9,10,2.4497795198
"1263","female",9,12,2.2292993631
"1264","female",9,12,4.2099461049
"1265","female",8,12,5.1717567641
"1266","female",7,12,1.2208649305
"1267","female",6,12,2.9200810322
"1268","female",4,10,2.9098903941
"1269","female",7,12,1.5589506035
"1270","female",9,12,3.768891569
"1271","female",9,12,7.9617834395
"1272","female",4,11,0.8165931733
"1273","female",7,12,3.9502694757
"1274","female",6,10,2.1710424111
"1275","female",7,12,4.4585987261
"1276","female",6,10,3.5486806187
"1277","female",6,13,11.636452719
"1278","female",8,12,2.915582668
"1279","female",5,11,2.3885350318
"1280","female",6,11,4.8995590397
"1281","female",4,12,7.0431161195
"1282","female",6,12,4.3871051605
"1283","female",7,11,5.3078556263
"1284","female",9,12,5.8941695247
"1285","female",6,10,2.3306841224
"1286","female",6,12,1.0070239923
"1287","female",9,12,6.361474908
"1288","female",10,11,6.0537660911
"1289","female",10,10,3.4011502072
"1290","female",8,12,4.9761146497
"1291","female",9,12,2.8662420382
"1292","female",7,11,2.7811709275
"1293","female",9,11,2.7793862189
"1294","female",5,13,3.1483858468
"1295","female",10,10,3.6746692798
"1296","female",8,12,8.8804507594
"1297","female",9,12,4.8995590397
"1298","female",8,12,0.2813351039
"1299","female",9,12,7.5564133484
"1300","female",8,12,4.8995590397
"1301","female",5,12,2.2845863528
"1302","female",9,12,2.8266686767
"1303","female",8,13,6.0155697098
"1304","female",5,13,4.5083711435
"1305","female",9,12,9.4773409849
"1306","female",11,10,8.6365108496
"1307","female",4,12,3.6746692798
"1308","female",6,12,3.1222680155
"1309","female",9,11,9.2007477699
"1310","female",2,12,4.2441080354
"1311","female",9,12,2.5150747292
"1312","female",5,11,3.5923014217
"1313","female",5,12,4.7356332726
"1314","female",6,12,3.8770423705
"1315","female",8,11,6.0495647095
"1316","female",6,11,2.9239908577
"1317","female",7,11,10.393004024
"1318","female",9,11,8.5936710141
"1319","female",8,11,7.3175232411
"1320","female",7,10,7.1628053475
"1321","female",7,12,6.7691276206
"1322","female",8,10,6.2195911467
"1323","female",7,11,11.306674707
"1324","female",8,10,4.679354139
"1325","female",7,11,4.2874352919
"1326","female",4,11,3.1131118043
"1327","female",7,11,4.8107452807
"1328","female",8,11,6.6079579154
"1329","female",10,8,2.5830213449
"1330","female",6,11,12.095786379
"1331","female",6,8,1.4461679693
"1332","female",4,11,7.9617834395
"1333","female",6,11,5.5885595296
"1334","female",8,11,5.2182493248
"1335","female",8,10,3.2168821978
"1336","female",9,11,3.3291528099
"1337","female",3,11,3.0622243998
"1338","female",9,11,4.2747830548
"1339","female",9,11,4.7464478197
"1340","female",8,11,6.3422456986
"1341","female",7,10,1.835569669
"1342","female",7,11,5.5941504644
"1343","female",5,12,2.9200810322
"1344","female",6,11,7.0431161195
"1345","female",8,11,6.1244487996
"1346","female",4,11,0.6617586235
"1347","female",9,11,6.1244487996
"1348","female",9,11,6.4306712396
"1349","female",4,11,7.3493385595
"1350","female",7,11,8.1469411939
"1351","female",3,11,5.5363282791
"1352","female",7,11,1.9658158823
"1353","female",5,11,7.6052856735
"1354","female",9,11,5.8268054903
"1355","female",6,11,2.9488086813
"1356","female",8,11,3.1531815602
"1357","female",9,9,2.1435570799
"1358","female",7,12,10.770968456
"1359","female",6,11,3.1428092524
"1360","female",4,10,5.1297396657
"1361","female",9,11,5.4595086442
"1362","female",7,10,5.5120039196
"1363","female",5,10,8.3808246731
"1364","female",8,11,7.1147852012
"1365","female",8,11,10.105340519
"1366","female",4,11,10.565399825
"1367","female",7,11,7.0431161195
"1368","female",7,11,6.2988793034
"1369","female",6,11,6.3694267516
"1370","female",7,12,4.5495905369
"1371","female",7,11,6.1110612721
"1372","female",6,11,7.7205172747
"1373","female",8,10,1.65296542
"1374","female",7,11,3.7288588471
"1375","female",6,11,5.1242371292
"1376","female",8,10,1.5519415435
"1377","female",8,10,6.2278839349
"1378","female",6,10,3.6746692798
"1379","female",7,11,4.2788855337
"1380","female",8,11,5.7876041156
"1381","female",9,10,4.382633086
"1382","female",6,11,2.3530366343
"1383","female",8,11,3.3684468398
"1384","female",8,10,3.9808917197
"1385","female",6,11,5.3750436722
"1386","female",7,11,5.6869881711
"1387","female",9,11,5.9740830222
"1388","female",8,11,5.2057814797
"1389","female",5,10,3.3401218217
"1390","female",7,11,4.4585987261
"1391","female",4,10,2.8919077192
"1392","female",8,11,3.6746692798
"1393","female",9,11,4.4323330488
"1394","female",5,11,2.8999440912
"1395","female",7,11,3.8572003061
"1396","female",6,11,7.4189345686
"1397","female",5,11,6.7368936796
"1398","female",8,12,4.1159462046
"1399","female",7,11,8.3510261854
"1400","female",7,11,11.980795873
"1401","female",9,11,5.3282704557
"1402","female",7,12,3.1847133758
"1403","female",8,11,4.5495905369
"1404","female",6,11,9.9146737171
"1405","female",4,11,2.5660999863
"1406","female",5,11,10.781212319
"1407","female",8,11,6.3141776967
"1408","female",9,10,2.1435570799
"1409","female",7,11,9.1947105338
"1410","female",9,11,2.9010546946
"1411","female",8,11,1.9231360965
"1412","female",3,11,5.2057814797
"1413","female",8,11,0.551200392
"1414","female",4,11,5.397819281
"1415","female",9,11,10.734988907
"1416","female",8,11,5.6061305193
"1417","female",7,10,3.0622243998
"1418","female",6,12,6.4278618594
"1419","female",7,10,4.381355181
"1420","female",8,11,6.9874556125
"1421","female",7,10,5.178395733
"1422","female",4,11,4.0829658664
"1423","female",8,11,3.7467216186
"1424","female",5,11,7.2758801541
"1425","female",7,11,4.0420289181
"1426","female",8,11,5.2057814797
"1427","female",8,10,5.2057814797
"1428","female",9,11,8.2424531814
"1429","female",5,10,2.2747952684
"1430","female",7,11,3.81860117
"1431","female",8,12,5.5107716362
"1432","female",8,9,3.6059544142
"1433","female",9,11,4.6646780667
"1434","female",9,11,4.9914257717
"1435","female",5,11,3.0622243998
"1436","female",4,11,8.4076433121
"1437","female",9,10,8.8804507594
"1438","female",9,10,7.0431161195
"1439","female",8,10,4.1539739684
"1440","female",3,11,3.5240680798
"1441","female",7,11,5.3609062612
"1442","female",9,11,4.112255435
"1443","female",8,11,8.5805748985
"1444","female",6,10,7.4934432372
"1445","female",7,11,4.5127517471
"1446","female",4,11,3.4501061571
"1447","female",9,11,4.3883845729
"1448","female",9,11,2.4804017638
"1449","female",7,11,6.3030785563
"1450","female",6,11,3.8277804998
"1451","female",6,11,3.4616449737
"1452","female",9,10,3.954644082
"1453","female",8,11,8.5379396962
"1454","female",7,10,5.1205753251
"1455","female",8,10,2.1435570799
"1456","female",9,11,3.9479917882
"1457","female",8,11,3.0534164677
"1458","female",7,10,4.644373673
"1459","female",8,11,2.2579449331
"1460","female",9,11,9.45285949
"1461","female",8,10,6.6625802841
"1462","female",7,11,10.183676492
"1463","female",7,10,5.9195415907
"1464","female",4,11,2.1615701646
"1465","female",7,11,7.4371955398
"1466","female",7,11,6.1244487996
"1467","female",3,11,1.7975804567
"1468","female",8,11,2.8251489624
"1469","female",6,11,10.105340519
"1470","female",5,11,6.1244487996
"1471","female",6,11,6.9596009086
"1472","female",8,11,7.9950963409
"1473","female",5,11,6.8900048996
"1474","female",8,11,5.8107051067
"1475","female",8,11,7.1764129464
"1476","female",4,11,1.1921386968
"1477","female",2,11,3.8956738542
"1478","female",8,12,3.2899931568
"1479","female",6,11,3.8743471725
"1480","female",8,11,4.2685163571
"1481","female",6,11,6.1143123402
"1482","female",9,10,3.9844492637
"1483","female",8,11,8.7729840163
"1484","female",7,11,3.9472503813
"1485","female",9,10,3.6746692798
"1486","female",8,11,2.4497795198
"1487","female",6,11,3.3684468398
"1488","female",6,11,3.810768142
"1489","female",7,11,2.4497795198
"1490","female",6,11,4.3595187544
"1491","female",5,11,2.2427558984
"1492","female",7,10,4.5933365997
"1493","female",9,11,6.0966805179
"1494","female",5,11,1.8063296178
"1495","female",3,10,1.9301293187
"1496","female",3,11,4.2843677701
"1497","female",3,10,1.9904458599
"1498","female",2,10,0.2713280831
"1499","female",4,11,2.516896767
"1500","female",7,11,3.2250262033
"1501","female",9,10,7.5502924983
"1502","female",11,8,1.4764708912
"1503","female",8,10,2.6476239466
"1504","female",8,12,5.3109505859
"1505","female",8,12,3.0622243998
"1506","female",9,11,4.1340029397
"1507","female",5,11,6.4994150526
"1508","female",7,11,2.9430716994
"1509","female",5,11,2.4497795198
"1510","female",6,10,3.1890620968
"1511","female",7,11,4.5495905369
"1512","female",5,10,4.6768518106
"1513","female",6,11,4.3456127935
"1514","female",7,10,2.3161551824
"1515","female",8,10,3.0622243998
"1516","female",8,12,6.1244487996
"1517","female",7,11,4.3378615788
"1518","female",7,11,3.6053358971
"1519","female",8,10,5.7880389142
"1520","female",5,11,5.7105205359
"1521","female",7,12,2.7560019598
"1522","female",10,8,3.3602487587
"1523","female",9,11,7.279344859
"1524","female",9,11,4.8593242502
"1525","female",7,10,5.103707333
"1526","female",6,10,18.515775441
"1527","female",9,10,5.4712763351
"1528","female",10,9,5.6079290213
"1529","female",8,10,5.4507594317
"1530","female",8,10,6.7368936796
"1531","female",6,10,3.467443374
"1532","female",5,10,7.4718275355
"1533","female",5,10,4.4059192567
"1534","female",9,10,5.3588926997
"1535","female",8,10,1.7498425142
"1536","female",5,9,2.3109031298
"1537","female",9,10,10.84157745
"1538","female",10,9,2.7560019598
"1539","female",9,10,3.9808917197
"1540","female",9,10,3.4253853598
"1541","female",8,9,1.1942675159
"1542","female",8,10,3.9612989641
"1543","female",8,10,2.2442611037
"1544","female",9,9,5.9713375796
"1545","female",6,10,1.8439200687
"1546","female",8,10,4.1340029397
"1547","female",5,10,0.5186829602
"1548","female",4,10,5.6466549216
"1549","female",9,10,10.972970766
"1550","female",3,10,1.0191082803
"1551","female",4,9,3.7913254474
"1552","female",8,9,3.0622243998
"1553","female",9,10,7.0431161195
"1554","female",7,10,1.9833624226
"1555","female",8,9,3.1453959267
"1556","female",4,9,3.3523298693
"1557","female",5,11,0.5541041106
"1558","female",4,9,0.3249707526
"1559","female",9,10,4.491262453
"1560","female",3,9,0.5514655196
"1561","female",9,8,5.7124903602
"1562","female",4,9,2.4250048311
"1563","female",9,6,4.5173239373
"1564","female",8,9,4.6301517859
"1565","female",3,9,2.3272905439
"1566","female",9,8,2.1435570799
"1567","female",9,9,3.6746692798
"1568","female",3,8,1.4812620353
"1569","female",3,8,1.6761649346
