"","gender","yearsExperience","yearsSchool","wage"
"2398","male",11,12,9.5066070919
"2399","male",9,15,9.7338418226
"2400","male",11,13,3.9808917197
"2401","male",11,12,7.6555609995
"2402","male",9,14,9.7991180794
"2403","male",8,15,7.0415773133
"2404","male",8,16,6.1269034885
"2405","male",10,12,0.4152168678
"2406","male",12,12,5.2902215545
"2407","male",8,14,7.3493385595
"2408","male",16,8,5.5947667413
"2409","male",13,11,3.330754134
"2410","male",9,13,9.0641842234
"2411","male",8,14,3.3862775135
"2412","male",11,12,6.6230764895
"2413","male",10,11,4.7131064758
"2414","male",12,12,7.3493385595
"2415","male",6,14,4.8658722319
"2416","male",9,15,7.2019750696
"2417","male",8,14,5.3078556263
"2418","male",11,12,17.692852088
"2419","male",8,13,9.7991180794
"2420","male",7,14,10.810639946
"2421","male",7,14,10.264990736
"2422","male",8,14,8.8804507594
"2423","male",7,14,9.2119808391
"2424","male",9,13,11.186207853
"2425","male",9,14,5.7842016441
"2426","male",9,14,11.352636799
"2427","male",11,12,5.9713375796
"2428","male",7,12,3.0622243998
"2429","male",9,12,15.311121999
"2430","male",6,14,7.3817859704
"2431","male",7,14,8.7035645053
"2432","male",7,13,9.0991810737
"2433","male",10,12,7.7257197796
"2434","male",11,10,3.0622243998
"2435","male",12,10,4.6273613153
"2436","male",8,12,6.3694267516
"2437","male",9,11,4.6768518106
"2438","male",7,14,10.105340519
"2439","male",9,14,4.7770700637
"2440","male",7,13,9.7991180794
"2441","male",9,13,7.6555609995
"2442","male",8,14,3.9996400324
"2443","male",11,12,9.1866731994
"2444","male",6,12,13.480268257
"2445","male",8,12,9.6379483741
"2446","male",11,12,13.159972627
"2447","male",6,13,10.973544216
"2448","male",13,9,4.0385858026
"2449","male",10,12,8.8071085948
"2450","male",8,14,9.8036885636
"2451","male",10,13,17.31868301
"2452","male",9,13,9.1866731994
"2453","male",12,11,4.2392191358
"2454","male",10,10,3.9808917197
"2455","male",9,10,1.0944032219
"2456","male",8,14,9.2310532632
"2457","male",11,12,4.8737038469
"2458","male",8,14,10.17074132
"2459","male",9,12,4.649216607
"2460","male",7,14,8.7652661719
"2461","male",5,14,2.6613203697
"2462","male",10,13,7.3528735949
"2463","male",11,11,8.8804507594
"2464","male",8,12,7.3493385595
"2465","male",8,12,6.3030785563
"2466","male",10,12,4.1093075817
"2467","male",10,12,4.5933365997
"2468","male",11,12,6.1244487996
"2469","male",11,12,10.207414666
"2470","male",9,14,11.024007839
"2471","male",8,14,6.1281699837
"2472","male",11,12,9.7991180794
"2473","male",9,12,2.2037420765
"2474","male",11,12,5.9620219204
"2475","male",8,12,5.8182263596
"2476","male",6,14,2.7793862189
"2477","male",13,8,3.3777263077
"2478","male",10,13,7.9795950356
"2479","male",9,12,2.1435570799
"2480","male",7,12,2.9675738274
"2481","male",13,9,2.7751399344
"2482","male",10,13,7.1962273395
"2483","male",4,16,12.738853503
"2484","male",10,12,7.7168054875
"2485","male",8,14,13.800424628
"2486","male",11,12,9.749122579
"2487","male",9,14,10.105340519
"2488","male",11,12,10.748407643
"2489","male",10,13,9.4472371803
"2490","male",5,15,22.11606511
"2491","male",14,8,6.6878980892
"2492","male",5,14,7.7604509847
"2493","male",10,13,10.317978539
"2494","male",6,12,2.6539278132
"2495","male",10,12,9.0641842234
"2496","male",8,14,5.4622227922
"2497","male",10,13,12.827317764
"2498","male",11,12,7.6555609995
"2499","male",7,15,9.969781732
"2500","male",8,14,20.414829332
"2501","male",11,12,7.0431161195
"2502","male",9,13,13.780009799
"2503","male",4,12,4.2019792599
"2504","male",11,12,8.5742283195
"2505","male",9,12,10.717785399
"2506","male",7,12,5.9710801547
"2507","male",7,13,10.991488642
"2508","male",11,11,6.6348195329
"2509","male",9,13,15.311121999
"2510","male",8,12,7.2243025538
"2511","male",10,10,4.0289830291
"2512","male",7,12,2.3161551824
"2513","male",10,12,11.636452719
"2514","male",5,13,4.1721135927
"2515","male",16,7,4.5933365997
"2516","male",11,12,7.6555609995
"2517","male",11,12,4.1646251837
"2518","male",11,12,3.7111463594
"2519","male",12,10,7.4412052915
"2520","male",7,14,5.4532763284
"2521","male",10,12,6.7759859059
"2522","male",8,12,9.6926059263
"2523","male",12,10,7.3493385595
"2524","male",8,13,6.2856185049
"2525","male",9,13,10.384934921
"2526","male",9,13,7.0171650653
"2527","male",9,12,2.6807351648
"2528","male",7,14,13.846579895
"2529","male",11,12,7.0431161195
"2530","male",5,12,3.8346814635
"2531","male",11,9,0.1846210653
"2532","male",10,12,7.0219867712
"2533","male",9,14,6.6589461494
"2534","male",11,12,5.8182263596
"2535","male",5,13,9.7991180794
"2536","male",9,11,3.595644134
"2537","male",11,12,3.7665360118
"2538","male",11,12,6.4306712396
"2539","male",11,10,4.2150618209
"2540","male",6,13,7.4641719745
"2541","male",14,7,3.5361147823
"2542","male",8,12,7.3616490094
"2543","male",8,14,7.0410329737
"2544","male",9,14,6.7341956845
"2545","male",9,12,1.0424593701
"2546","male",11,12,3.0707474896
"2547","male",9,12,3.8837967998
"2548","male",8,13,2.2768281507
"2549","male",9,14,6.1856932876
"2550","male",6,15,16.798488136
"2551","male",8,14,8.9350675874
"2552","male",9,13,3.4491480604
"2553","male",9,13,8.5742283195
"2554","male",8,13,6.4467882101
"2555","male",7,14,7.5026651258
"2556","male",8,13,4.2914577404
"2557","male",10,11,3.6746692798
"2558","male",6,15,7.0147871714
"2559","male",9,13,4.8995590397
"2560","male",8,12,7.1812164356
"2561","male",8,10,7.9047778301
"2562","male",12,10,6.6753817484
"2563","male",6,13,4.342790967
"2564","male",4,14,12.248897599
"2565","male",9,12,4.5495905369
"2566","male",3,15,4.4089975042
"2567","male",9,14,7.8937340084
"2568","male",6,13,14.698677119
"2569","male",10,12,4.5495905369
"2570","male",11,12,7.5163689813
"2571","male",10,12,8.0842724155
"2572","male",9,14,22.123968204
"2573","male",6,13,7.9940173805
"2574","male",5,13,18.462291147
"2575","male",10,12,7.0431161195
"2576","male",7,13,12.243291696
"2577","male",8,14,7.6555609995
"2578","male",10,12,3.8277804998
"2579","male",9,10,7.5998841922
"2580","male",9,13,9.2162123415
"2581","male",9,13,11.636452719
"2582","male",12,9,5.1995320421
"2583","male",11,12,2.9941749687
"2584","male",9,12,7.2132396973
"2585","male",8,10,0.8165931733
"2586","male",8,14,7.4854374217
"2587","male",7,14,7.7748871146
"2588","male",6,15,6.7254816632
"2589","male",5,13,7.6203074003
"2590","male",5,14,8.0152182277
"2591","male",2,14,2.4674038329
"2592","male",8,15,12.397910952
"2593","male",9,14,14.297568853
"2594","male",11,11,2.6028907398
"2595","male",11,9,3.6746692798
"2596","male",12,10,1.6326281831
"2597","male",9,12,7.0431161195
"2598","male",5,14,3.5985461873
"2599","male",9,14,10.887908977
"2600","male",8,14,8.4211170995
"2601","male",9,12,7.237984945
"2602","male",9,14,4.9248144987
"2603","male",9,13,8.800847268
"2604","male",9,12,6.0792793291
"2605","male",7,14,4.376821276
"2606","male",13,8,2.895193978
"2607","male",13,9,3.2663726931
"2608","male",10,12,4.9495545401
"2609","male",9,12,10.717785399
"2610","male",9,10,2.0445073524
"2611","male",10,12,7.259273136
"2612","male",4,14,6.1244487996
"2613","male",4,15,4.2462845011
"2614","male",9,12,6.5919034945
"2615","male",8,12,9.9522292994
"2616","male",10,12,8.2680058795
"2617","male",7,13,7.621536284
"2618","male",10,12,3.3188502396
"2619","male",9,14,6.5327453862
"2620","male",11,12,9.0474811812
"2621","male",11,12,3.6941119744
"2622","male",9,12,8.4628747049
"2623","male",9,12,8.9825249061
"2624","male",7,12,8.3369460099
"2625","male",9,12,2.2966682999
"2626","male",6,13,15.923566879
"2627","male",9,12,5.3674944536
"2628","male",8,13,6.1175285185
"2629","male",10,12,4.281637471
"2630","male",8,13,11.024007839
"2631","male",7,13,7.6555609995
"2632","male",9,12,5.6533373535
"2633","male",10,12,11.903909922
"2634","male",7,13,5.3343949045
"2635","male",10,12,5.4630560832
"2636","male",10,12,6.4306712396
"2637","male",7,13,8.2333703073
"2638","male",9,12,3.3121019108
"2639","male",9,13,6.6905743189
"2640","male",5,12,4.0829658664
"2641","male",8,12,4.7782646299
"2642","male",5,12,13.525809704
"2643","male",7,12,4.5150366847
"2644","male",9,12,5.1518684968
"2645","male",11,10,6.9028270214
"2646","male",9,12,11.082335923
"2647","male",8,12,8.2325924
"2648","male",9,13,8.6329420435
"2649","male",10,12,5.824426814
"2650","male",8,12,4.6584903103
"2651","male",9,13,4.6809435445
"2652","male",8,12,3.9808917197
"2653","male",9,12,13.859400802
"2654","male",9,12,6.7254816632
"2655","male",8,12,6.6450269476
"2656","male",7,13,9.9105112511
"2657","male",9,13,9.7991180794
"2658","male",10,10,3.5840825773
"2659","male",10,12,5.0526702597
"2660","male",9,13,3.3116603561
"2661","male",5,12,3.9512572901
"2662","male",8,12,16.854050941
"2663","male",4,12,4.4293649177
"2664","male",7,13,10.110201193
"2665","male",5,12,6.6668718012
"2666","male",8,12,3.5102051236
"2667","male",11,9,7.9617834395
"2668","male",10,12,6.7368936796
"2669","male",10,8,3.3684468398
"2670","male",10,12,2.526731791
"2671","male",9,12,5.6617126681
"2672","male",10,12,6.4306712396
"2673","male",9,13,9.7991180794
"2674","male",10,12,3.9057805552
"2675","male",9,12,5.4140127389
"2676","male",9,12,7.1912882679
"2677","male",9,13,3.7309200747
"2678","male",7,14,4.753303546
"2679","male",6,13,7.9895248452
"2680","male",7,12,4.8410409621
"2681","male",8,12,7.891325179
"2682","male",10,12,12.065433935
"2683","male",8,13,8.3960625362
"2684","male",10,12,4.8995590397
"2685","male",9,13,10.411562959
"2686","male",8,10,5.3078556263
"2687","male",10,12,2.9091131798
"2688","male",9,12,6.8900048996
"2689","male",13,8,7.1063852187
"2690","male",5,13,2.1435570799
"2691","male",8,12,8.2566643076
"2692","male",7,12,5.9470638496
"2693","male",8,10,4.6044048807
"2694","male",9,13,13.167564919
"2695","male",9,12,4.8995590397
"2696","male",11,10,5.1995320421
"2697","male",10,12,5.8182263596
"2698","male",9,13,5.1122724748
"2699","male",9,12,6.2556869882
"2700","male",9,7,10.947452229
"2701","male",10,12,7.0041806203
"2702","male",8,12,7.8473430204
"2703","male",10,8,6.9695855033
"2704","male",9,12,6.6400396899
"2705","male",9,12,12.248897599
"2706","male",7,14,4.4657439164
"2707","male",6,13,4.8770495801
"2708","male",10,12,7.6555609995
"2709","male",6,13,7.8392944635
"2710","male",7,13,12.950775281
"2711","male",5,14,6.4143270409
"2712","male",10,12,4.7264965506
"2713","male",10,12,6.324781237
"2714","male",10,12,9.9700329296
"2715","male",6,12,1.2550594584
"2716","male",10,12,11.758941695
"2717","male",9,13,7.6555609995
"2718","male",8,12,9.1866731994
"2719","male",5,12,9.5066070919
"2720","male",9,12,4.2091449865
"2721","male",9,12,7.6402498775
"2722","male",7,12,4.1704579921
"2723","male",10,12,8.4211170995
"2724","male",11,10,21.873031427
"2725","male",9,12,6.3796341663
"2726","male",7,13,6.2752972922
"2727","male",9,12,3.7273753796
"2728","male",7,11,2.4454049136
"2729","male",7,12,6.3694267516
"2730","male",4,14,8.5742283195
"2731","male",8,12,9.5925101681
"2732","male",9,12,10.411562959
"2733","male",13,9,4.4134610562
"2734","male",10,12,9.7991180794
"2735","male",10,11,4.0059287746
"2736","male",7,12,3.7467216186
"2737","male",9,12,3.3544069014
"2738","male",9,12,5.5363394778
"2739","male",16,6,4.5036350769
"2740","male",10,12,6.050955414
"2741","male",12,8,1.8699983668
"2742","male",9,12,15.923566879
"2743","male",9,12,4.303666724
"2744","male",8,13,6.4773831372
"2745","male",7,11,6.9611221329
"2746","male",4,13,5.5479093984
"2747","male",10,12,12.926880861
"2748","male",6,12,9.5137068732
"2749","male",10,12,5.5120039196
"2750","male",7,12,5.4830072467
"2751","male",8,12,5.869263433
"2752","male",9,12,4.1618413434
"2753","male",11,11,4.6545810877
"2754","male",6,12,7.9617834395
"2755","male",6,13,18.702175865
"2756","male",6,12,4.2314373525
"2757","male",8,13,12.744686312
"2758","male",5,12,6.8025477707
"2759","male",10,11,10.432681748
"2760","male",10,12,6.4207930964
"2761","male",7,11,0.4246284501
"2762","male",10,12,3.1100716561
"2763","male",6,12,6.7368936796
"2764","male",10,12,4.4096031357
"2765","male",7,13,2.1826696033
"2766","male",9,12,6.2399189988
"2767","male",10,10,3.9667248453
"2768","male",12,9,3.0761436016
"2769","male",6,15,5.4354483097
"2770","male",6,13,4.8045244893
"2771","male",7,11,3.6746692798
"2772","male",8,12,4.6834020232
"2773","male",13,8,3.9808917197
"2774","male",9,12,5.5120039196
"2775","male",9,12,5.8182263596
"2776","male",8,11,3.3352773235
"2777","male",13,8,4.3169250935
"2778","male",10,11,6.9205039152
"2779","male",8,10,4.1433700058
"2780","male",8,12,4.9128972222
"2781","male",5,13,5.5732484076
"2782","male",7,12,15.923566879
"2783","male",8,12,8.3442271855
"2784","male",7,12,4.0041299741
"2785","male",8,12,4.8995590397
"2786","male",9,9,1.0484653089
"2787","male",12,9,3.8663336846
"2788","male",9,12,2.2781854253
"2789","male",9,11,0.1534801627
"2790","male",10,12,4.6954107464
"2791","male",10,12,4.8042520159
"2792","male",8,13,4.2747830548
"2793","male",10,12,6.4306712396
"2794","male",9,12,5.09216538
"2795","male",10,12,10.068145448
"2796","male",9,12,3.0622243998
"2797","male",16,5,4.303666724
"2798","male",9,10,3.6396724295
"2799","male",7,12,3.3523298693
"2800","male",9,11,3.2587764776
"2801","male",10,11,8.1188444178
"2802","male",11,9,4.4541445815
"2803","male",10,11,6.5089032498
"2804","male",8,11,6.4306712396
"2805","male",5,13,5.124826122
"2806","male",8,13,5.4867721081
"2807","male",8,13,13.780009799
"2808","male",3,13,11.072174449
"2809","male",5,13,6.1845448551
"2810","male",8,13,6.1244487996
"2811","male",8,13,4.8995590397
"2812","male",7,13,3.3289686855
"2813","male",9,12,5.1935965033
"2814","male",10,12,8.8532572609
"2815","male",9,13,7.0431161195
"2816","male",9,12,7.0431161195
"2817","male",12,10,6.4306712396
"2818","male",6,12,4.1315200551
"2819","male",10,12,3.9196472317
"2820","male",9,12,5.1295555665
"2821","male",10,12,8.1065431384
"2822","male",8,13,10.717785399
"2823","male",5,12,6.8648929375
"2824","male",8,14,3.9371456569
"2825","male",7,12,6.7368936796
"2826","male",14,7,6.1639613725
"2827","male",8,9,1.9359959731
"2828","male",9,12,5.2057814797
"2829","male",10,12,11.222323324
"2830","male",6,11,1.2962342161
"2831","male",7,12,6.1244487996
"2832","male",5,12,20.614742184
"2833","male",6,11,8.4335342623
"2834","male",10,11,8.9082891631
"2835","male",8,12,3.2801680001
"2836","male",8,12,6.5260519996
"2837","male",5,11,7.6555609995
"2838","male",9,11,7.621536284
"2839","male",8,12,8.1413725396
"2840","male",8,11,3.1980385364
"2841","male",6,12,6.8593826556
"2842","male",7,12,5.4861556861
"2843","male",7,12,7.2983014862
"2844","male",9,12,1.3673188018
"2845","male",6,12,4.9712599037
"2846","male",9,12,7.5659710644
"2847","male",4,12,6.8593826556
"2848","male",3,11,1.6331863466
"2849","male",7,12,4.4541445815
"2850","male",9,9,2.0486460312
"2851","male",7,11,6.4380998163
"2852","male",8,11,1.4361728865
"2853","male",6,12,12.384996461
"2854","male",9,11,7.3187163155
"2855","male",5,12,3.9374638101
"2856","male",9,12,7.2255911352
"2857","male",8,11,5.9184938842
"2858","male",7,12,7.0431161195
"2859","male",9,12,6.1069503745
"2860","male",9,12,8.9082891631
"2861","male",8,11,8.1659317328
"2862","male",7,12,8.605666168
"2863","male",8,12,5.3201708366
"2864","male",9,11,9.3805990451
"2865","male",8,12,5.9916897868
"2866","male",8,12,7.5161162878
"2867","male",6,12,4.4096031357
"2868","male",7,12,10.044974089
"2869","male",6,11,4.0734705969
"2870","male",5,12,8.5742283195
"2871","male",5,12,4.590577839
"2872","male",7,12,9.164642808
"2873","male",8,12,6.4050101413
"2874","male",9,11,6.3262929361
"2875","male",3,11,9.4580814873
"2876","male",6,12,6.2309609526
"2877","male",5,12,1.070491891
"2878","male",9,12,11.942675159
"2879","male",9,11,10.176007236
"2880","male",6,12,2.3945213352
"2881","male",5,11,11.795234725
"2882","male",7,11,1.7515923567
"2883","male",9,12,3.6746692798
"2884","male",6,11,5.118289354
"2885","male",8,12,6.6776248202
"2886","male",10,11,5.8115207588
"2887","male",9,12,4.7120759132
"2888","male",5,12,5.601254681
"2889","male",7,12,6.6144047036
"2890","male",8,11,6.3838192063
"2891","male",9,12,11.636452719
"2892","male",9,12,5.2057814797
"2893","male",8,12,7.5073888511
"2894","male",8,10,3.8191099776
"2895","male",7,11,4.3074221051
"2896","male",8,12,2.5376202198
"2897","male",7,11,3.3684468398
"2898","male",6,12,4.0829658664
"2899","male",8,12,3.5454214735
"2900","male",5,12,3.5385704176
"2901","male",8,12,5.2470206048
"2902","male",5,12,7.9617834395
"2903","male",4,13,8.8158155731
"2904","male",9,12,5.1886714008
"2905","male",9,11,8.2921747783
"2906","male",11,7,4.438624914
"2907","male",7,13,10.050838544
"2908","male",8,12,5.8182263596
"2909","male",8,12,5.6036012477
"2910","male",5,12,4.3695275868
"2911","male",3,12,18.939639628
"2912","male",5,12,9.3120274146
"2913","male",9,11,9.7991180794
"2914","male",7,12,6.7177547771
"2915","male",9,12,5.8593211459
"2916","male",4,12,3.3011713656
"2917","male",6,12,11.548960594
"2918","male",13,7,6.8900048996
"2919","male",8,12,28.30856334
"2920","male",8,12,9.1866731994
"2921","male",9,11,8.5304822566
"2922","male",9,12,6.9107704357
"2923","male",8,12,12.356393698
"2924","male",9,11,8.2680058795
"2925","male",7,10,4.3126326964
"2926","male",7,12,11.022862012
"2927","male",8,11,8.0239465948
"2928","male",7,12,4.2690527826
"2929","male",10,11,7.3984225896
"2930","male",8,12,4.9914982399
"2931","male",9,12,9.7494603864
"2932","male",10,10,4.4637203412
"2933","male",3,11,2.3189660503
"2934","male",5,12,11.163177425
"2935","male",6,12,9.2310532632
"2936","male",8,11,5.9883499374
"2937","male",8,12,8.5742283195
"2938","male",4,12,4.2871141597
"2939","male",9,12,7.3737874569
"2940","male",6,11,4.5933365997
"2941","male",10,11,3.7913254474
"2942","male",10,11,5.0045495905
"2943","male",9,12,7.8392944635
"2944","male",8,12,8.3598726115
"2945","male",6,12,5.397819281
"2946","male",6,12,9.7292669322
"2947","male",9,11,6.1392065076
"2948","male",5,11,5.766559199
"2949","male",9,11,3.5451354833
"2950","male",9,11,4.0087301234
"2951","male",8,12,5.116005423
"2952","male",9,12,5.4987856848
"2953","male",9,12,3.8512812917
"2954","male",10,11,5.5120039196
"2955","male",8,12,7.0836998164
"2956","male",8,12,7.6555609995
"2957","male",9,11,6.384750152
"2958","male",7,12,7.6555609995
"2959","male",8,12,6.0048467692
"2960","male",9,11,4.6001415428
"2961","male",6,12,4.7784754977
"2962","male",7,11,7.6740081344
"2963","male",6,12,9.5466817822
"2964","male",9,12,13.473787359
"2965","male",7,12,6.9715118674
"2966","male",8,11,6.2257554715
"2967","male",9,12,6.9213620774
"2968","male",5,12,3.2364973331
"2969","male",9,12,13.167564919
"2970","male",9,12,3.8277804998
"2971","male",9,12,4.0996895417
"2972","male",4,12,9.8896829415
"2973","male",11,8,4.8995590397
"2974","male",11,9,2.8886289123
"2975","male",9,12,11.636452719
"2976","male",7,10,2.2747952684
"2977","male",10,11,8.8119274465
"2978","male",6,11,6.8243858053
"2979","male",7,11,3.3736403724
"2980","male",8,12,3.9129584139
"2981","male",9,12,27.454425653
"2982","male",5,12,8.358071303
"2983","male",7,11,6.3137174797
"2984","male",9,12,7.1266313305
"2985","male",8,10,2.7874952961
"2986","male",6,12,8.1659317328
"2987","male",8,12,4.5116772824
"2988","male",5,11,4.7464478197
"2989","male",5,11,3.3684468398
"2990","male",9,12,4.5933365997
"2991","male",6,11,5.6651151396
"2992","male",8,11,0.5250970117
"2993","male",7,12,5.3674944536
"2994","male",7,12,1.7860773894
"2995","male",9,12,4.0167556091
"2996","male",7,12,8.6395404956
"2997","male",8,11,2.9936305732
"2998","male",11,10,7.6619673267
"2999","male",8,12,4.2389124794
"3000","male",10,8,5.8593211459
"3001","male",9,12,7.621536284
"3002","male",5,12,17.233469821
"3003","male",8,11,8.9046262152
"3004","male",6,12,7.5661684472
"3005","male",10,9,4.0846023257
"3006","male",9,11,7.9617834395
"3007","male",10,8,3.9662420382
"3008","male",12,8,3.4821467435
"3009","male",9,9,4.2652411283
"3010","male",3,12,1.9337918031
"3011","male",8,12,10.499055085
"3012","male",3,12,2.9488086813
"3013","male",2,11,2.5325752491
"3014","male",9,9,8.1178968403
"3015","male",8,11,6.4306712396
"3016","male",7,10,3.2996835316
"3017","male",6,12,4.5333998232
"3018","male",9,7,2.3094368207
"3019","male",12,8,2.5110240078
"3020","male",6,12,2.2419664736
"3021","male",7,10,3.6491507431
"3022","male",11,9,5.1445369917
"3023","male",8,12,4.3203476028
"3024","male",8,12,4.8348046337
"3025","male",10,11,2.8266686767
"3026","male",7,10,2.5905504326
"3027","male",8,13,8.7961214279
"3028","male",6,12,3.3790062343
"3029","male",9,12,6.1244487996
"3030","male",8,9,1.9617459539
"3031","male",6,12,3.843502877
"3032","male",6,12,4.0829658664
"3033","male",3,11,2.6539278132
"3034","male",7,12,3.6087403692
"3035","male",7,12,5.6344928956
"3036","male",9,10,5.5120039196
"3037","male",8,12,4.8995590397
"3038","male",10,7,1.9324717086
"3039","male",8,11,5.2057814797
"3040","male",9,10,6.4313583505
"3041","male",7,12,7.8937340084
"3042","male",12,9,4.3342253043
"3043","male",9,11,7.0147871714
"3044","male",6,11,5.2684319856
"3045","male",7,11,7.3493385595
"3046","male",8,10,5.0685093514
"3047","male",9,11,8.6596857446
"3048","male",9,11,9.4054035137
"3049","male",8,8,2.6152928058
"3050","male",9,11,11.263354114
"3051","male",8,11,6.1244487996
"3052","male",9,11,7.9216736992
"3053","male",8,11,5.9316169305
"3054","male",8,11,8.5742283195
"3055","male",9,10,3.9398515989
"3056","male",6,11,4.9261870779
"3057","male",7,11,2.0679956986
"3058","male",10,7,3.8663336846
"3059","male",7,11,7.9617834395
"3060","male",5,11,4.7180938901
"3061","male",9,11,1.6703042181
"3062","male",8,10,4.4437861058
"3063","male",4,11,8.3243993189
"3064","male",10,10,11.200781702
"3065","male",4,11,4.9761146497
"3066","male",10,10,3.2447410859
"3067","male",8,10,2.9652824728
"3068","male",7,10,4.1467622081
"3069","male",9,10,3.9664307742
"3070","male",8,11,5.4626301472
"3071","male",9,10,7.0890753053
"3072","male",5,11,14.623683868
"3073","male",3,11,6.3893045881
"3074","male",10,10,3.7031550881
"3075","male",9,10,7.3891261619
"3076","male",12,8,9.4928956394
"3077","male",7,11,11.651390399
"3078","male",11,8,6.7368936796
"3079","male",6,11,11.268985791
"3080","male",9,10,4.5512038668
"3081","male",8,11,4.2871141597
"3082","male",5,11,4.6044048807
"3083","male",8,10,3.9808917197
"3084","male",7,10,10.846944567
"3085","male",6,11,4.5964935321
"3086","male",6,11,3.3700670643
"3087","male",6,11,10.795638562
"3088","male",8,11,3.1222680155
"3089","male",8,11,6.7270210273
"3090","male",8,11,4.7668133378
"3091","male",8,10,4.1340029397
"3092","male",9,11,7.0186520679
"3093","male",9,11,8.5742283195
"3094","male",7,11,4.3649249339
"3095","male",9,11,5.7382222987
"3096","male",9,10,7.6555609995
"3097","male",4,11,4.4402253797
"3098","male",9,11,2.1362886422
"3099","male",9,10,7.2106717943
"3100","male",6,10,5.0729947579
"3101","male",6,11,9.4783136184
"3102","male",10,9,5.5120039196
"3103","male",6,9,3.7913254474
"3104","male",9,11,10.593641167
"3105","male",7,11,8.062918665
"3106","male",6,10,5.1819065098
"3107","male",8,11,8.2232974032
"3108","male",6,11,4.4232130219
"3109","male",6,11,10.166585007
"3110","male",4,11,5.2877119617
"3111","male",6,11,7.3588926997
"3112","male",6,10,8.5304822566
"3113","male",6,11,24.880573248
"3114","male",5,10,3.8299033167
"3115","male",7,11,15.311121999
"3116","male",4,11,9.9714050784
"3117","male",7,11,13.381920627
"3118","male",8,11,7.6555609995
"3119","male",7,11,4.7775478185
"3120","male",9,10,5.3189367445
"3121","male",6,10,2.6305451893
"3122","male",8,11,4.1596256337
"3123","male",5,11,6.1244487996
"3124","male",8,11,4.1010393572
"3125","male",9,11,5.4207887248
"3126","male",5,11,6.1244487996
"3127","male",6,11,7.4235743026
"3128","male",6,8,10.070239923
"3129","male",7,8,3.8996490316
"3130","male",8,12,6.1433514194
"3131","male",10,10,5.2018911764
"3132","male",6,9,5.5120039196
"3133","male",9,10,8.1659317328
"3134","male",9,11,4.5933365997
"3135","male",9,11,7.9795950356
"3136","male",5,11,7.4703153259
"3137","male",7,11,7.0431161195
"3138","male",5,10,6.1132523667
"3139","male",7,10,6.8243858053
"3140","male",7,9,3.2663726931
"3141","male",6,10,7.7424150141
"3142","male",4,11,10.564674179
"3143","male",7,10,4.5166060055
"3144","male",5,10,1.5923566879
"3145","male",8,11,8.6752048946
"3146","male",7,11,5.4765164593
"3147","male",8,10,4.8995590397
"3148","male",7,11,5.8976173626
"3149","male",5,11,7.8392944635
"3150","male",10,9,5.9319457524
"3151","male",8,11,6.1426222382
"3152","male",7,11,5.8197807883
"3153","male",10,9,2.8155619236
"3154","male",9,10,4.2564919157
"3155","male",3,11,5.5120039196
"3156","male",9,11,5.5608358277
"3157","male",8,11,10.441683199
"3158","male",6,10,7.6555609995
"3159","male",9,11,3.0819806863
"3160","male",9,11,4.5933365997
"3161","male",8,11,3.7349518125
"3162","male",5,11,7.3493385595
"3163","male",7,10,3.1453959267
"3164","male",4,11,8.3292503675
"3165","male",8,11,5.5386319579
"3166","male",6,11,6.4106379959
"3167","male",5,11,10.411562959
"3168","male",7,11,1.6147842469
"3169","male",7,11,5.0270249136
"3170","male",9,10,6.5357923757
"3171","male",7,11,5.0674753838
"3172","male",9,11,3.060385226
"3173","male",4,11,7.0251030348
"3174","male",7,11,8.8804507594
"3175","male",8,11,2.0061186619
"3176","male",4,11,12.248897599
"3177","male",8,11,4.7315741583
"3178","male",6,11,11.231422505
"3179","male",8,11,5.0955414013
"3180","male",2,11,1.7296474546
"3181","male",6,11,4.8995590397
"3182","male",7,10,6.1244487996
"3183","male",7,10,3.6746692798
"3184","male",9,10,3.2449772388
"3185","male",7,10,2.5275502983
"3186","male",9,11,7.4504762461
"3187","male",9,11,3.6746692798
"3188","male",7,11,3.3036445807
"3189","male",6,9,2.8478686918
"3190","male",12,8,4.7770700637
"3191","male",4,10,4.5951776164
"3192","male",6,11,4.7629784116
"3193","male",8,11,6.7368936796
"3194","male",8,9,0.3538570418
"3195","male",5,11,1.9730210813
"3196","male",9,11,4.8621578256
"3197","male",8,11,5.9806823959
"3198","male",6,9,1.3269639066
"3199","male",14,5,4.8862930856
"3200","male",10,7,3.2663726931
"3201","male",7,10,2.3371184265
"3202","male",7,10,4.2356952629
"3203","male",7,10,7.0458260526
"3204","male",5,10,0.3990868892
"3205","male",9,9,5.4662019527
"3206","male",7,11,1.42620393
"3207","male",9,9,2.8697417232
"3208","male",8,11,22.11606511
"3209","male",6,11,2.9973772949
"3210","male",8,11,4.8580373529
"3211","male",9,9,3.3406084361
"3212","male",9,11,7.6555609995
"3213","male",8,11,4.5933365997
"3214","male",9,10,4.0829658664
"3215","male",7,10,4.2871141597
"3216","male",5,9,2.9875359998
"3217","male",9,11,4.6545810877
"3218","male",11,8,5.5120039196
"3219","male",14,6,6.4306712396
"3220","male",8,10,7.7090963911
"3221","male",8,10,3.3273124822
"3222","male",5,12,4.4096031357
"3223","male",5,12,6.4500524067
"3224","male",8,10,3.5168613966
"3225","male",9,11,6.6438464983
"3226","male",10,9,3.814027995
"3227","male",10,10,4.0280959694
"3228","male",9,8,2.1254093538
